author,year,doi,mention_id,song_id,n_mentions,type,artist,title,passage,chills,notes
Goldstein,1980,10.3758/bf03326460,m001,s129,1,empirical,Charles Gounod,Faust,Act 3 (Unspecified 6 min passage),NA,NA
Sloboda,1991,10.1177/0305735691192002,m002,s389,3,report,Johann Sebastian Bach,St Matthew Passion - BWV 244,NA,Part 2: No. 54 (Barrabas!),NA
Sloboda,1991,10.1177/0305735691192002,m003,s469,1,report,Ludwig van Beethoven,Piano Concerto No. 4 in G major - Op. 58,NA,Mvt. 1: M. 105; M. 170; Mm. 257–258; Mvt. 2: Mm. 68–71; Mvt. 3: M. 360,NA
Sloboda,1991,10.1177/0305735691192002,m004,s043,1,report,Anton Bruckner,Ave Maria - WAB 6,NA,Mm. 16–21 (Jesus),NA
Sloboda,1991,10.1177/0305735691192002,m005,s048,1,report,Antonio Caldara,Laboravi in gemitu meo,NA,M. 3,NA
Sloboda,1991,10.1177/0305735691192002,m006,s569,1,report,Orlando Gibbons,The Silver Swan,NA,Mm. 11–13 (thus sung),NA
Sloboda,1991,10.1177/0305735691192002,m007,s300,1,report,Gustav Mahler,Symphony No. 3,NA,Mvt. 1: M. of No. 74,NA
Sloboda,1991,10.1177/0305735691192002,m008,s233,1,report,Felix Mendelssohn,Lauda Sion - Op. 73,NA,Mvt. 1:  Mm. 17–25,NA
Sloboda,1991,10.1177/0305735691192002,m009,s057,3,report,Arnold Schoenberg,Verklärte Nacht - Op. 4,NA,M. 229,NA
Sloboda,1991,10.1177/0305735691192002,m010,s232,1,report,Felix Mendelssohn,‎Hark! The Herald Angels Sing,NA,V3 M. 17,Arrangement by David Willcocks
Panksepp,1995,10.2307/40285693,m011,s594,4,empirical,Pink Floyd,The Post War Dream,NA,Dramatic crescendo at beginning of second min,NA
Panksepp,1995,10.2307/40285693,m012,s015,5,empirical,Air Supply,Making Love Out of Nothing at All,NA,NA,NA
Panksepp,1995,10.2307/40285693,m013,s423,1,empirical,Journey,Faithfully,NA,NA,NA
Panksepp,1995,10.2307/40285693,m014,s100,1,empirical,Boston,Peace of Mind,NA,NA,NA
Panksepp,1995,10.2307/40285693,m015,s324,1,empirical,Howard Jones,No One Is to Blame,NA,NA,NA
Panksepp,1995,10.2307/40285693,m016,s158,1,empirical,Cris Williamson,Wild Things,NA,NA,NA
Panksepp,1995,10.2307/40285693,m017,s093,1,empirical,Bob Marley,No Woman No Cry,NA,NA,NA
Panksepp,1995,10.2307/40285693,m018,s438,1,empirical,Kitaro,Auspicious Omen,NA,NA,NA
Panksepp,1995,10.2307/40285693,m019,s157,1,empirical,Cris Williamson,Sing a Song,NA,NA,NA
Panksepp,1995,10.2307/40285693,m020,s799,2,anecdote,Whitney Houston,I Will Always Love You,NA,NA,NA
Panksepp,1995,10.2307/40285693,m021,s508,2,anecdote,Meat Loaf,For Crying Out Loud,NA,NA,NA
Blood & Zatorre,2001,10.1073/pnas.191355898,m022,s681,2,empirical,Sergei Rachmaninoff,Piano Concerto No. 3 in D minor - Op. 30,Mvt. 2 (Intermezzo: Adagio),NA,NA
Blood & Zatorre,2001,10.1073/pnas.191355898,m023,s667a,7,empirical,Samuel Barber,Adagio for Strings,NA,NA,NA
Panksepp & Bernatzky,2002,10.1016/s0376-6357(02)00080-3,m024,s803,1,anecdote,William Steffe,Battle Hymn of the Republic,NA,NA,NA
Panksepp & Bernatzky,2002,10.1016/s0376-6357(02)00080-3,m025,s508,2,empirical,Meat Loaf,For Crying Out Loud,NA,NA,NA
Gabrielsson & Wik,2003,10.1177/102986490300700201,m026,s301,4,report,Gustav Mahler,Symphony No. 5,Mvt. 4 (Adagietto),NA,NA
Rickard,2004,10.1177/0305735604046096,m027,s339,2,empirical,Igor Stravinsky,The Rite of Spring,Part 2 (Le Sacrifice) - Danse Sacrale (L'Élue),NA,NA
Craig,2005,10.1177/102986490500900207,m028,s543,1,empirical,NA,Mass for Christmas Day: Proper and Ordinary settings,Opening chant,NA,NA
Craig,2005,10.1177/102986490500900207,m029,s382,4,empirical,Johann Pachelbel,Canon in D,NA,NA,NA
Craig,2005,10.1177/102986490500900207,m030,s072,3,empirical,Bedřich Smetana,Vltava (The Moldau),NA,NA,NA
Craig,2005,10.1177/102986490500900207,m031,s047,3,empirical,Antonín Dvořák,Symphony No. 9 in E minor - Op. 95 - B. 178 (New World Symphony),NA,NA,NA
Craig,2005,10.1177/102986490500900207,m032,s218,2,empirical,Eric Clapton,Tears in Heaven,NA,NA,NA
Craig,2005,10.1177/102986490500900207,m033,s359,1,empirical,James Taylor,Sweet Baby James,NA,NA,NA
Craig,2005,10.1177/102986490500900207,m034,s514,1,empirical,Michael Kamen,Robin Hood: Prince of Thieves Soundtrack,NA,NA,NA
Craig,2005,10.1177/102986490500900207,m035,s784,1,empirical,Trevor Jones and Randy Edelman,The Last of the Mohicans Soundtrack,NA,NA,NA
Craig,2005,10.1177/102986490500900207,m036,s297,6,empirical,Gustav Holst,The Planets - Op. 32,Jupiter,NA,NA
Craig,2005,10.1177/102986490500900207,m037,s667a,7,empirical,Samuel Barber,Adagio for Strings,NA,NA,NA
Craig,2005,10.1177/102986490500900207,m038,s594,4,empirical,Pink Floyd,The Post War Dream,NA,NA,NA
Craig,2005,10.1177/102986490500900207,m039,s237,1,empirical,Ferde Grofé,Grand Canyon Suite,Mvt. 5 (Cloudburst),NA,With digital thunderstorm effects
Craig,2005,10.1177/102986490500900207,m040,s034,1,empirical,Andrew Lloyd Webber,Requiem,Pie Jesu,NA,NA
Konečni,2005,10.1037/e674862010-005,m041,s812,12,anecdote,Wolfgang Amadeus Mozart,Requiem in D minor - K. 626,NA,NA,Interpreted by Franz Xaver Sussmayr
Konečni,2005,10.1037/e674862010-005,m042,s391,1,anecdote,Johann Sebastian Bach,Toccata and Fugue in D minor - BWV 565,NA,NA,NA
Huron,2006,NA,m043,s481a,5,report,Ludwig van Beethoven,Symphony No. 9 in D minor - Op. 125,Mvt. 4 (Ode to Joy),Single syncopated moment when fourth phrase begins quarter-note prior to downbeat,NA
Huron,2006,NA,m044,s057,3,discussion,Arnold Schoenberg,Verklärte Nacht - Op. 4,Mm. 225–230,M. 229,NA
